match_id,over,ball,batsman,non_striker,bowler,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,wide_runs,noball_runs
167,12,5,S Marsh,Hardik Pandya,JJ Bumrah,0,0,0,,,0,0
40,15,1,Rashid Khan,Ishan Kishan,SL Malinga,1,0,1,,,0,0
9,17,4,DA Warner,Kagiso Rabada,SP Narine,1,1,2,,,1,0
58,7,5,AB de Villiers,MS Dhoni,DJ Bravo,1,1,2,,,1,0
102,16,4,M Pandey,Kagiso Rabada,DJ Bravo,0,0,0,,,0,0
76,9,5,M Pandey,Hardik Pandya,Kagiso Rabada,0,1,1,,,0,1
149,1,3,Hardik Pandya,SR Watson,Anrich Nortje,0,0,0,,,0,0
151,14,4,Andre Russell,DA Warner,Trent Boult,1,0,1,,,0,0
63,3,4,J Bumrah,V Kohli,Chris Woakes,1,0,1,,,0,0
109,18,6,Shikhar Dhawan,P Cummins,BA Stokes,0,0,0,,,0,0
137,4,1,KS Williamson,G Maxwell,KL Rahul,1,0,1,,,0,0
46,14,4,SR Tendulkar,BB McCullum,Mayank Markande,3,0,3,,,0,0
176,2,5,SR Watson,SK Raina,Jasprit Bumrah,0,1,1,,,1,0
32,11,5,Kagiso Rabada,V Kohli,BA Stokes,1,0,1,,,0,0
9,15,2,D Karthik,E Lewis,Trent Boult,1,0,1,,,0,0
60,10,6,Shikhar Dhawan,Yuvraj Singh,Sandeep Sharma,0,0,0,,,0,0
147,2,5,R Ashwin,AB de Villiers,KL Rahul,0,0,0,,,0,0
97,16,1,D Karthik,M Pandey,SP Narine,1,0,1,,,0,0
33,18,6,J Bumrah,KL Rahul,Kagiso Rabada,4,0,4,,,0,0
150,2,2,G Maxwell,RV Uthappa,JJ Bumrah,2,0,2,,,0,0
17,6,3,Trent Boult,DA Warner,Sandeep Sharma,1,0,1,,,0,0
182,15,6,Rashid Khan,Andre Russell,Bhuvneshwar Kumar,1,0,1,,,0,0
43,17,5,SR Watson,MS Dhoni,KL Rahul,0,0,0,SR Watson,stumped,0,0
157,16,5,S Dhawan,Andre Russell,Jasprit Bumrah,1,0,1,,,0,0
136,4,5,S Marsh,Mujeeb Ur Rahman,Sandeep Sharma,1,0,1,,,0,0
163,20,6,Trent Boult,V Kohli,DJ Bravo,0,0,0,,,0,0
2,16,1,G Maxwell,RV Uthappa,Pat Cummins,1,0,1,,,0,0
27,3,4,E Lewis,Rashid Khan,BA Stokes,1,0,1,,,0,0
116,16,1,SR Tendulkar,J Buttler,BA Stokes,0,0,0,,,0,0
114,11,4,R Ashwin,DA Warner,Kagiso Rabada,4,0,4,,,0,0
174,1,2,Rashid Khan,V Kohli,Bhuvneshwar Kumar,0,0,0,,,0,0
165,6,3,Andre Russell,KL Rahul,Bhuvneshwar Kumar,0,0,0,,,0,0
49,13,3,Rashid Khan,Shikhar Dhawan,Mayank Markande,0,0,0,,,0,0
81,8,4,G Maxwell,KL Rahul,Kagiso Rabada,2,0,2,,,0,0
174,17,5,J Buttler,BB McCullum,SP Narine,1,0,1,,,0,0
147,2,6,CH Gayle,Ishan Kishan,SL Malinga,0,0,0,,,0,0
189,14,4,P Cummins,M Pandey,Pat Cummins,1,0,1,,,0,0
74,14,4,DA Warner,Ishan Kishan,BA Stokes,0,0,0,,,0,0
137,1,5,S Marsh,D Karthik,KL Rahul,2,0,2,,,0,0
112,11,6,SK Raina,S Marsh,Anrich Nortje,1,0,1,,,0,0
161,10,6,G Maxwell,Hardik Pandya,KL Rahul,0,0,0,,,0,0
148,5,2,RV Uthappa,Ishan Kishan,SP Narine,4,0,4,,,0,0
20,11,3,Andre Russell,SR Tendulkar,Bhuvneshwar Kumar,0,0,0,,,0,0
52,6,3,J Buttler,Andre Russell,R Ashwin,0,0,0,,,0,0
100,6,6,E Lewis,Ishan Kishan,Chris Woakes,1,0,1,,,0,0
107,6,2,Andre Russell,R Sharma,KL Rahul,6,0,6,,,0,0
121,18,4,KL Rahul,Mujeeb Ur Rahman,Mitchell Starc,0,0,0,,,0,0
32,20,2,KL Rahul,Yuvraj Singh,R Ashwin,0,0,0,,,0,0
180,8,2,E Lewis,V Kohli,Bhuvneshwar Kumar,0,0,0,,,0,0
188,4,5,SK Trivedi,R Ashwin,Trent Boult,1,0,1,,,0,0
43,11,5,D Karthik,P Cummins,R Ashwin,0,1,1,,,0,1
89,13,2,R Sharma,S Dhawan,DJ Bravo,1,0,1,,,0,0
171,10,5,V Kohli,SR Watson,Rashid Khan,6,0,6,,,0,0
93,15,1,Mujeeb Ur Rahman,D Karthik,Chris Woakes,1,0,1,,,0,0
38,12,1,D Karthik,Rashid Khan,DJ Bravo,0,0,0,,,0,0
99,10,6,S Dhawan,SR Watson,Rashid Khan,0,0,0,,,0,0
138,6,2,R Sharma,KL Rahul,Kagiso Rabada,0,0,0,,,0,0
167,10,4,Kagiso Rabada,S Dhawan,Bhuvneshwar Kumar,4,0,4,,,0,0
142,10,4,DA Warner,CH Gayle,Anrich Nortje,0,0,0,,,0,0
132,1,2,S Dhawan,Rashid Khan,Jasprit Bumrah,0,0,0,,,0,0
171,16,3,RG Sharma,AB de Villiers,Yuzvendra Chahal,1,0,1,,,0,0
182,8,6,DA Warner,P Cummins,SL Malinga,0,0,0,,,0,0
106,8,4,Mujeeb Ur Rahman,KL Rahul,SP Narine,1,0,1,,,0,0
19,10,1,BB McCullum,Andre Russell,Imran Tahir,0,0,0,,,0,0
42,19,3,MS Dhoni,CH Gayle,JJ Bumrah,3,0,3,,,0,0
98,14,6,DA Warner,MS Dhoni,DJ Bravo,4,0,4,,,0,0
152,1,6,AB de Villiers,Kagiso Rabada,Mayank Markande,1,0,1,,,0,0
163,20,1,Ishan Kishan,SR Tendulkar,Jasprit Bumrah,6,0,6,,,0,0
161,16,5,Yuvraj Singh,BB McCullum,Anrich Nortje,0,0,0,,,0,0
20,14,3,SK Raina,S Marsh,Mayank Markande,1,0,1,,,0,0
50,12,3,J Bumrah,V Kohli,Rashid Khan,1,0,1,,,0,0
176,15,2,D Karthik,SK Trivedi,JJ Bumrah,1,0,1,SK Trivedi,caught and bowled,0,0
192,1,4,Mujeeb Ur Rahman,Kagiso Rabada,SL Malinga,0,0,0,,,0,0
169,7,1,Shikhar Dhawan,RG Sharma,Mayank Markande,0,0,0,,,0,0
189,3,2,KS Williamson,RV Uthappa,Chris Woakes,0,1,1,,,0,1
130,18,1,G Maxwell,KL Rahul,BA Stokes,0,0,0,,,0,0
36,4,4,Hardik Pandya,V Kohli,SL Malinga,0,0,0,,,0,0
43,11,1,SR Watson,SK Raina,Anrich Nortje,1,0,1,,,0,0
192,20,1,M Pandey,RV Uthappa,Sandeep Sharma,0,0,0,,,0,0
44,12,1,KS Williamson,E Lewis,Mayank Markande,0,0,0,,,0,0
62,18,2,E Lewis,Yuvraj Singh,Jasprit Bumrah,1,0,1,,,0,0
174,8,4,Hardik Pandya,G Maxwell,Mayank Markande,1,0,1,,,0,0
188,18,3,D Karthik,R Sharma,KL Rahul,4,0,4,,,0,0
66,4,3,Rashid Khan,P Cummins,SP Narine,1,0,1,,,0,0
6,11,1,R Ashwin,D Karthik,Anrich Nortje,0,0,0,D Karthik,caught,0,0
143,5,2,Kagiso Rabada,E Lewis,DJ Bravo,2,0,2,,,0,0
74,9,4,M Pandey,AB de Villiers,R Ashwin,1,0,1,,,0,0
183,1,1,S Marsh,R Ashwin,Kagiso Rabada,0,0,0,,,0,0
71,17,4,BB McCullum,E Lewis,KL Rahul,1,0,1,,,0,0
104,13,1,Trent Boult,SR Tendulkar,Sandeep Sharma,4,0,4,,,0,0
121,9,1,J Buttler,V Kohli,Pat Cummins,0,1,1,,,0,1
153,7,5,J Buttler,SK Trivedi,SP Narine,0,0,0,,,0,0
73,1,3,S Dhawan,J Bumrah,Kagiso Rabada,0,0,0,,,0,0
199,11,4,Trent Boult,SK Trivedi,SP Narine,0,0,0,,,0,0
144,2,2,AB de Villiers,Trent Boult,KL Rahul,0,0,0,,,0,0
39,9,6,MS Dhoni,J Bumrah,Trent Boult,1,0,1,,,0,0
157,17,2,M Pandey,V Kohli,KL Rahul,0,0,0,,,0,0
154,12,2,Hardik Pandya,DA Warner,Mitchell Starc,4,0,4,,,0,0
154,18,4,P Cummins,RV Uthappa,JJ Bumrah,2,0,2,,,0,0
126,10,4,BB McCullum,R Ashwin,Anrich Nortje,1,0,1,,,0,0
119,2,3,DA Warner,Mujeeb Ur Rahman,Rashid Khan,3,0,3,,,0,0
100,11,5,Andre Russell,Trent Boult,Sandeep Sharma,0,0,0,,,0,0
170,7,6,J Bumrah,R Sharma,Trent Boult,1,0,1,,,0,0
187,19,1,SK Raina,R Sharma,Jasprit Bumrah,1,0,1,,,0,0
81,14,5,R Ashwin,S Dhawan,BA Stokes,3,0,3,,,0,0
27,17,6,E Lewis,Kagiso Rabada,Rashid Khan,2,0,2,,,0,0
148,19,1,Ishan Kishan,SR Watson,Mitchell Starc,0,0,0,,,0,0
196,3,1,DA Warner,R Ashwin,Pat Cummins,4,0,4,,,0,0
183,14,4,CH Gayle,KS Williamson,Bhuvneshwar Kumar,0,0,0,,,0,0
18,18,2,CH Gayle,KL Rahul,Anrich Nortje,4,0,4,,,0,0
131,12,6,KS Williamson,R Ashwin,Chris Woakes,6,0,6,,,0,0
104,1,6,D Karthik,Yuvraj Singh,SL Malinga,0,0,0,,,0,0
200,11,3,S Marsh,Andre Russell,Sandeep Sharma,1,0,1,,,0,0
107,7,1,D Karthik,SR Watson,Kagiso Rabada,0,0,0,D Karthik,run out,0,0
193,20,3,J Bumrah,AB de Villiers,Mayank Markande,0,1,1,,,0,1
188,9,1,Trent Boult,SK Trivedi,Yuzvendra Chahal,1,0,1,,,0,0
32,2,6,Mujeeb Ur Rahman,RV Uthappa,BA Stokes,1,0,1,,,0,0
150,14,5,KS Williamson,S Marsh,Pat Cummins,4,0,4,,,0,0
79,5,4,S Dhawan,Yuvraj Singh,Mayank Markande,1,0,1,,,0,0
190,20,2,SK Trivedi,CH Gayle,Imran Tahir,1,0,1,,,0,0
162,11,3,Trent Boult,SK Trivedi,Mitchell Starc,2,0,2,,,0,0
171,8,6,Andre Russell,MS Dhoni,BA Stokes,6,0,6,,,0,0
191,5,3,SK Raina,Trent Boult,Anrich Nortje,0,0,0,,,0,0
103,1,6,AB de Villiers,Shikhar Dhawan,Jasprit Bumrah,6,0,6,,,0,0
41,12,4,SK Raina,DA Warner,Jasprit Bumrah,0,0,0,,,0,0
102,16,4,G Maxwell,J Buttler,Anrich Nortje,3,1,4,,,0,1
40,15,5,Kagiso Rabada,AB de Villiers,Rashid Khan,0,0,0,,,0,0
106,10,2,Kagiso Rabada,KS Williamson,Chris Woakes,0,0,0,,,0,0
54,17,5,AB de Villiers,E Lewis,Yuzvendra Chahal,0,0,0,,,0,0
113,2,2,G Maxwell,RV Uthappa,Sandeep Sharma,1,0,1,,,0,0
60,19,1,SR Watson,D Karthik,Jasprit Bumrah,0,0,0,,,0,0
86,14,1,Yuvraj Singh,Hardik Pandya,Rashid Khan,0,0,0,,,0,0
12,7,4,R Sharma,Rashid Khan,SL Malinga,1,0,1,,,0,0
170,6,4,MS Dhoni,J Bumrah,Mayank Markande,4,0,4,,,0,0
58,3,2,J Buttler,SK Raina,Yuzvendra Chahal,0,0,0,,,0,0
74,1,3,M Pandey,KL Rahul,Mayank Markande,0,0,0,,,0,0
106,19,3,M Pandey,G Maxwell,Sandeep Sharma,0,0,0,,,0,0
112,3,4,V Kohli,Ishan Kishan,Pat Cummins,0,0,0,,,0,0
9,11,4,M Pandey,KL Rahul,SL Malinga,3,0,3,,,0,0
143,18,4,Yuvraj Singh,SK Trivedi,Trent Boult,3,0,3,,,0,0
31,1,4,V Kohli,SK Trivedi,Kagiso Rabada,1,1,2,,,0,1
41,20,3,DA Warner,Rashid Khan,Pat Cummins,0,0,0,,,0,0
33,7,3,Mujeeb Ur Rahman,KL Rahul,Trent Boult,2,0,2,,,0,0
64,11,4,R Sharma,SK Raina,Bhuvneshwar Kumar,1,0,1,,,0,0
94,3,4,Trent Boult,SK Trivedi,R Ashwin,3,0,3,,,0,0
65,19,3,S Dhawan,MS Dhoni,DJ Bravo,1,0,1,,,0,0
65,11,5,R Sharma,RG Sharma,Imran Tahir,2,0,2,,,0,0
51,9,4,RG Sharma,Rashid Khan,Mayank Markande,1,0,1,,,0,0
180,14,3,P Cummins,J Buttler,SP Narine,0,0,0,,,0,0
199,15,1,E Lewis,AB de Villiers,JJ Bumrah,6,0,6,,,0,0
150,15,1,R Ashwin,DA Warner,Pat Cummins,1,0,1,,,0,0
115,10,5,CH Gayle,J Buttler,Bhuvneshwar Kumar,1,0,1,,,0,0
64,1,6,V Kohli,DA Warner,Trent Boult,0,0,0,,,0,0
4,11,6,E Lewis,DA Warner,Pat Cummins,1,0,1,,,0,0
183,1,3,DA Warner,SR Tendulkar,BA Stokes,1,0,1,,,0,0
88,17,6,Mujeeb Ur Rahman,DA Warner,DJ Bravo,0,0,0,,,0,0
25,14,6,Rashid Khan,RV Uthappa,Yuzvendra Chahal,0,0,0,,,0,0
42,10,4,Trent Boult,Mujeeb Ur Rahman,Mayank Markande,1,0,1,,,0,0
186,12,5,D Karthik,S Marsh,Bhuvneshwar Kumar,2,0,2,,,0,0
69,20,5,J Bumrah,BB McCullum,Imran Tahir,1,0,1,J Bumrah,caught,0,0
63,8,1,J Bumrah,Trent Boult,Kagiso Rabada,0,0,0,,,0,0
31,14,4,G Maxwell,E Lewis,Mitchell Starc,1,0,1,,,0,0
148,20,3,SK Raina,SR Watson,Sandeep Sharma,0,0,0,,,0,0
75,4,4,R Ashwin,SK Trivedi,BA Stokes,0,0,0,,,0,0
145,11,2,SR Tendulkar,J Buttler,Sandeep Sharma,0,0,0,,,0,0
187,18,4,Ishan Kishan,J Bumrah,SL Malinga,0,0,0,,,0,0
172,19,3,SK Trivedi,E Lewis,Mayank Markande,0,0,0,,,0,0
4,11,5,S Marsh,J Bumrah,Jasprit Bumrah,0,0,0,,,0,0
70,9,2,Andre Russell,D Karthik,Mitchell Starc,0,0,0,,,0,0
151,6,1,Mujeeb Ur Rahman,Ishan Kishan,Kagiso Rabada,0,0,0,,,0,0
154,14,2,Kagiso Rabada,Mujeeb Ur Rahman,DJ Bravo,1,0,1,,,0,0
45,16,3,M Pandey,R Ashwin,SL Malinga,1,0,1,,,0,0
193,12,3,Andre Russell,DA Warner,DJ Bravo,0,0,0,,,0,0
35,17,1,RG Sharma,Andre Russell,Anrich Nortje,4,0,4,,,0,0
145,10,3,R Sharma,J Buttler,Bhuvneshwar Kumar,0,0,0,,,0,0
58,12,6,S Dhawan,Yuvraj Singh,SL Malinga,1,0,1,,,0,0
64,20,1,R Sharma,M Pandey,DJ Bravo,0,0,0,,,0,0
136,14,6,Mujeeb Ur Rahman,Andre Russell,Chris Woakes,0,0,0,,,0,0
125,9,4,Andre Russell,SR Tendulkar,BA Stokes,1,0,1,,,0,0
16,10,1,M Pandey,D Karthik,Mayank Markande,1,0,1,,,0,0
101,1,1,Trent Boult,Shikhar Dhawan,Anrich Nortje,4,0,4,,,0,0
49,10,2,SR Tendulkar,BB McCullum,KL Rahul,1,0,1,,,0,0
68,5,3,Shikhar Dhawan,Andre Russell,Rashid Khan,6,0,6,,,0,0
115,11,1,KS Williamson,AB de Villiers,Mitchell Starc,0,0,0,,,0,0
73,17,3,Mujeeb Ur Rahman,DA Warner,Sandeep Sharma,0,0,0,,,0,0
102,18,4,E Lewis,RV Uthappa,DJ Bravo,0,0,0,,,0,0
171,10,4,BB McCullum,P Cummins,Kagiso Rabada,0,0,0,,,0,0
193,16,1,Ishan Kishan,P Cummins,Chris Woakes,1,0,1,,,0,0
164,2,2,SR Watson,RV Uthappa,Yuzvendra Chahal,1,0,1,,,0,0
166,16,5,Yuvraj Singh,Mujeeb Ur Rahman,Rashid Khan,0,0,0,,,0,0
134,19,5,Mujeeb Ur Rahman,S Dhawan,Yuzvendra Chahal,4,0,4,,,0,0
147,11,5,Yuvraj Singh,BB McCullum,Chris Woakes,4,0,4,,,0,0
144,11,6,Trent Boult,KL Rahul,Sandeep Sharma,0,0,0,,,0,0
23,20,3,Kagiso Rabada,S Dhawan,Anrich Nortje,0,0,0,,,0,0
51,17,5,Ishan Kishan,G Maxwell,Jasprit Bumrah,0,0,0,,,0,0
127,15,5,RG Sharma,Shikhar Dhawan,Pat Cummins,0,0,0,,,0,0
35,1,1,CH Gayle,R Sharma,JJ Bumrah,0,0,0,,,0,0
105,14,5,SK Raina,Rashid Khan,DJ Bravo,1,0,1,,,0,0
88,4,3,DA Warner,Rashid Khan,Rashid Khan,0,0,0,,,0,0
4,17,1,V Kohli,R Ashwin,Kagiso Rabada,0,0,0,,,0,0
41,6,4,Yuvraj Singh,Rashid Khan,Yuzvendra Chahal,6,0,6,,,0,0
133,7,1,G Maxwell,CH Gayle,Rashid Khan,1,0,1,,,0,0
17,6,6,S Dhawan,R Ashwin,KL Rahul,4,0,4,,,0,0
111,15,3,Trent Boult,Shikhar Dhawan,Anrich Nortje,0,0,0,,,0,0
34,13,3,Andre Russell,SR Watson,BA Stokes,0,0,0,,,0,0
166,19,4,RG Sharma,R Ashwin,JJ Bumrah,1,0,1,,,0,0
176,6,5,R Sharma,Mujeeb Ur Rahman,R Ashwin,0,0,0,,,0,0
124,9,4,Hardik Pandya,Mujeeb Ur Rahman,Imran Tahir,0,0,0,,,0,0
39,3,4,CH Gayle,KL Rahul,Jasprit Bumrah,1,0,1,,,0,0
169,8,6,SK Raina,M Pandey,SP Narine,1,0,1,,,0,0
147,12,6,J Buttler,Ishan Kishan,Trent Boult,0,0,0,,,0,0
126,7,3,V Kohli,Shikhar Dhawan,Pat Cummins,1,0,1,,,0,0
46,17,6,M Pandey,SR Watson,Rashid Khan,0,0,0,,,0,0
192,3,2,Ishan Kishan,RG Sharma,Mayank Markande,0,0,0,,,0,0
169,13,6,P Cummins,AB de Villiers,Chris Woakes,0,0,0,,,0,0
86,13,6,RV Uthappa,J Bumrah,Sandeep Sharma,0,0,0,,,0,0
17,20,3,Hardik Pandya,Rashid Khan,KL Rahul,0,0,0,,,0,0
100,5,6,CH Gayle,SK Raina,Kagiso Rabada,6,0,6,,,0,0
131,15,6,SK Raina,SR Watson,Mitchell Starc,1,0,1,,,0,0
196,7,6,Andre Russell,P Cummins,Imran Tahir,1,0,1,,,0,0
161,6,5,SR Watson,Rashid Khan,Rashid Khan,0,0,0,,,0,0
77,17,5,DA Warner,Shikhar Dhawan,R Ashwin,0,0,0,,,0,0
99,20,5,AB de Villiers,BB McCullum,Jasprit Bumrah,0,0,0,,,0,0
123,1,1,SR Tendulkar,J Bumrah,KL Rahul,0,0,0,,,0,0
33,13,5,S Marsh,Shikhar Dhawan,Mayank Markande,0,0,0,,,0,0
195,18,5,Yuvraj Singh,MS Dhoni,Kagiso Rabada,2,0,2,,,0,0
156,3,5,R Ashwin,KL Rahul,Kagiso Rabada,1,0,1,,,0,0
193,3,4,Mujeeb Ur Rahman,SK Trivedi,Trent Boult,1,0,1,,,0,0
95,12,2,SR Watson,E Lewis,JJ Bumrah,1,0,1,,,0,0
171,5,2,KL Rahul,P Cummins,Sandeep Sharma,4,0,4,,,0,0
135,20,4,AB de Villiers,Ishan Kishan,KL Rahul,0,0,0,,,0,0
77,16,2,Rashid Khan,RV Uthappa,Anrich Nortje,0,0,0,,,0,0
9,15,6,J Buttler,J Bumrah,SL Malinga,0,0,0,,,0,0
141,12,6,SK Raina,MS Dhoni,Pat Cummins,2,0,2,,,0,0
90,1,6,BB McCullum,CH Gayle,JJ Bumrah,6,0,6,CH Gayle,run out,0,0
153,16,3,J Bumrah,E Lewis,Yuzvendra Chahal,0,0,0,,,0,0
198,18,4,Ishan Kishan,S Marsh,Bhuvneshwar Kumar,4,0,4,,,0,0
63,8,2,RV Uthappa,Kagiso Rabada,Rashid Khan,4,0,4,,,0,0
51,16,5,J Buttler,KS Williamson,Yuzvendra Chahal,0,0,0,,,0,0
20,12,1,KL Rahul,M Pandey,Anrich Nortje,0,0,0,,,0,0
63,10,3,SK Raina,BB McCullum,DJ Bravo,0,0,0,,,0,0
163,1,3,Andre Russell,SR Tendulkar,Yuzvendra Chahal,6,0,6,,,0,0
145,14,2,MS Dhoni,Yuvraj Singh,Kagiso Rabada,0,0,0,,,0,0
105,13,1,SR Watson,CH Gayle,Imran Tahir,2,0,2,,,0,0
185,8,4,Mujeeb Ur Rahman,SK Trivedi,KL Rahul,0,0,0,,,0,0
135,15,3,E Lewis,G Maxwell,Kagiso Rabada,1,0,1,,,0,0
157,18,3,J Bumrah,R Ashwin,Imran Tahir,0,0,0,,,0,0
145,11,2,BB McCullum,Shikhar Dhawan,Mayank Markande,1,0,1,,,0,0
164,6,1,J Buttler,P Cummins,Mitchell Starc,4,0,4,,,0,0
19,20,1,D Karthik,Andre Russell,Trent Boult,2,0,2,,,0,0
57,5,6,KL Rahul,DA Warner,JJ Bumrah,4,0,4,DA Warner,lbw,0,0
190,4,4,M Pandey,Hardik Pandya,Trent Boult,0,0,0,,,0,0
146,3,5,M Pandey,Yuvraj Singh,Jasprit Bumrah,1,0,1,,,0,0
169,16,1,SR Tendulkar,S Dhawan,Imran Tahir,0,0,0,,,0,0
199,14,3,P Cummins,S Marsh,Kagiso Rabada,0,0,0,,,0,0
157,16,3,R Sharma,Rashid Khan,DJ Bravo,1,0,1,,,0,0
104,1,5,Shikhar Dhawan,E Lewis,Trent Boult,0,0,0,,,0,0
38,16,2,Kagiso Rabada,Mujeeb Ur Rahman,Sandeep Sharma,1,0,1,,,0,0
149,17,6,P Cummins,Trent Boult,Bhuvneshwar Kumar,6,0,6,,,0,0
128,17,3,BB McCullum,V Kohli,BA Stokes,0,0,0,,,0,0
170,2,4,SR Tendulkar,Rashid Khan,DJ Bravo,1,0,1,,,0,0
198,1,6,RG Sharma,R Sharma,Rashid Khan,0,0,0,,,0,0
38,13,3,J Buttler,Kagiso Rabada,Mitchell Starc,0,0,0,,,0,0
86,20,3,RG Sharma,SK Trivedi,Yuzvendra Chahal,0,0,0,,,0,0
53,19,5,Trent Boult,KS Williamson,Mayank Markande,4,0,4,,,0,0
152,18,4,DA Warner,D Karthik,Mitchell Starc,4,0,4,,,0,0
196,7,6,V Kohli,Ishan Kishan,KL Rahul,4,0,4,,,0,0
37,14,5,S Dhawan,Ishan Kishan,BA Stokes,6,0,6,,,0,0
90,3,2,DA Warner,Mujeeb Ur Rahman,Imran Tahir,0,0,0,,,0,0
137,4,3,Ishan Kishan,P Cummins,Pat Cummins,0,0,0,,,0,0
124,17,3,M Pandey,Kagiso Rabada,Chris Woakes,1,0,1,,,0,0
74,19,2,RV Uthappa,RG Sharma,Sandeep Sharma,1,0,1,RG Sharma,caught and bowled,0,0
50,19,1,D Karthik,SK Trivedi,Mitchell Starc,0,0,0,,,0,0
129,7,4,D Karthik,CH Gayle,Yuzvendra Chahal,0,0,0,,,0,0
87,14,1,Hardik Pandya,Shikhar Dhawan,Anrich Nortje,1,0,1,,,0,0
115,8,6,SR Watson,Yuvraj Singh,SL Malinga,1,0,1,,,0,0
164,15,4,SR Tendulkar,SK Trivedi,JJ Bumrah,0,0,0,,,0,0
192,18,6,E Lewis,MS Dhoni,JJ Bumrah,1,0,1,,,0,0
136,15,2,S Dhawan,G Maxwell,Anrich Nortje,1,0,1,,,0,0
162,5,1,D Karthik,R Sharma,SP Narine,1,0,1,,,0,0
22,12,1,Kagiso Rabada,RV Uthappa,Chris Woakes,0,0,0,Kagiso Rabada,run out,0,0
197,4,1,BB McCullum,Ishan Kishan,Bhuvneshwar Kumar,1,0,1,,,0,0
5,9,4,G Maxwell,DA Warner,BA Stokes,0,0,0,,,0,0
78,2,6,SR Tendulkar,J Buttler,Anrich Nortje,0,0,0,,,0,0
175,2,6,Ishan Kishan,RV Uthappa,Imran Tahir,2,0,2,,,0,0
167,12,6,E Lewis,DA Warner,Sandeep Sharma,1,0,1,,,0,0
104,10,4,SR Tendulkar,KL Rahul,Jasprit Bumrah,0,0,0,,,0,0
25,16,1,D Karthik,M Pandey,Sandeep Sharma,1,0,1,,,0,0
165,6,3,R Ashwin,Mujeeb Ur Rahman,Bhuvneshwar Kumar,1,0,1,,,0,0
11,2,3,G Maxwell,S Dhawan,Chris Woakes,2,0,2,S Dhawan,run out,0,0
162,6,3,AB de Villiers,SR Watson,JJ Bumrah,1,0,1,,,0,0
14,19,5,E Lewis,Trent Boult,KL Rahul,1,0,1,,,0,0
129,4,4,Rashid Khan,AB de Villiers,Sandeep Sharma,1,0,1,,,0,0
76,13,5,AB de Villiers,S Marsh,Pat Cummins,0,0,0,,,0,0
84,9,4,Ishan Kishan,J Buttler,Kagiso Rabada,0,0,0,,,0,0
57,14,1,SR Tendulkar,Kagiso Rabada,Bhuvneshwar Kumar,0,0,0,,,0,0
42,19,3,Shikhar Dhawan,RV Uthappa,Anrich Nortje,1,0,1,,,0,0
145,17,5,Trent Boult,CH Gayle,Rashid Khan,1,0,1,,,0,0
87,16,1,Mujeeb Ur Rahman,DA Warner,Mayank Markande,0,0,0,,,0,0
68,9,4,RG Sharma,Mujeeb Ur Rahman,Trent Boult,0,0,0,,,0,0
95,6,4,J Bumrah,RV Uthappa,Kagiso Rabada,1,0,1,,,0,0
154,14,6,Yuvraj Singh,Ishan Kishan,Mayank Markande,0,0,0,,,0,0
30,8,6,Kagiso Rabada,DA Warner,Mayank Markande,1,0,1,,,0,0
6,20,2,S Marsh,Kagiso Rabada,Sandeep Sharma,0,0,0,,,0,0
80,6,4,Rashid Khan,V Kohli,Anrich Nortje,1,0,1,,,0,0
67,9,1,KS Williamson,Trent Boult,SL Malinga,4,0,4,,,0,0
91,11,4,RG Sharma,S Dhawan,SP Narine,0,0,0,,,0,0
23,7,5,J Bumrah,CH Gayle,Kagiso Rabada,1,0,1,,,0,0
91,9,2,SK Trivedi,J Buttler,Anrich Nortje,0,0,0,,,0,0
129,2,5,R Ashwin,KL Rahul,JJ Bumrah,1,0,1,,,0,0
49,7,3,DA Warner,S Marsh,Imran Tahir,1,0,1,,,0,0
64,5,4,Andre Russell,KS Williamson,Rashid Khan,0,0,0,,,0,0
115,15,6,Mujeeb Ur Rahman,Kagiso Rabada,Jasprit Bumrah,1,0,1,,,0,0
131,4,5,Yuvraj Singh,Hardik Pandya,Pat Cummins,4,0,4,,,0,0
76,19,6,J Buttler,RV Uthappa,Mayank Markande,0,0,0,,,0,0
107,16,3,Shikhar Dhawan,KS Williamson,Bhuvneshwar Kumar,0,0,0,,,0,0
2,11,2,Hardik Pandya,Trent Boult,Rashid Khan,4,0,4,,,0,0
49,3,4,CH Gayle,M Pandey,SL Malinga,1,0,1,,,0,0
78,2,2,M Pandey,S Marsh,KL Rahul,4,0,4,,,0,0
187,4,5,R Sharma,CH Gayle,Bhuvneshwar Kumar,1,0,1,R Sharma,run out,0,0
35,18,1,CH Gayle,P Cummins,Mitchell Starc,3,0,3,,,0,0
165,12,2,MS Dhoni,SR Tendulkar,Kagiso Rabada,0,0,0,,,0,0
145,16,5,AB de Villiers,Ishan Kishan,Anrich Nortje,1,0,1,,,0,0
149,3,1,Ishan Kishan,Trent Boult,JJ Bumrah,4,0,4,,,0,0
98,12,1,Yuvraj Singh,Rashid Khan,BA Stokes,1,0,1,,,0,0
45,5,3,Shikhar Dhawan,SR Tendulkar,SP Narine,0,0,0,,,0,0
141,5,4,AB de Villiers,J Bumrah,Trent Boult,0,0,0,,,0,0
136,10,1,MS Dhoni,BB McCullum,Anrich Nortje,0,0,0,,,0,0
167,1,4,SR Tendulkar,MS Dhoni,BA Stokes,0,0,0,,,0,0
48,14,5,Hardik Pandya,Mujeeb Ur Rahman,Kagiso Rabada,0,0,0,,,0,0
